date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:12:17	13613/13613	---MCZ	200	added ('OK')	text/html	etag:W/%22b55ede-352d-56b1fad786126%22	http://6513.tilda.ws/page2756076.html	C:/My%20Web%20Sites/DES32/6513.tilda.ws/page2756076.html	(from )
09:12:17	86/86	---M--	200	added ('OK')	text/plain	etag:%22b41aa3-56-56ab52be1874e%22	http://6513.tilda.ws/robots.txt		(from )
09:12:20	4112/4112	---MCZ	200	added ('OK')	text/css	etag:W/%2258220f1c-1010%22	http://static.tildacdn.com/css/tilda-grid-3.0.min.css	C:/My%20Web%20Sites/DES32/static.tildacdn.com/css/tilda-grid-3.0.min.css	(from http://6513.tilda.ws/page2756076.html)
09:12:22	168384/168384	---MCZ	200	added ('OK')	text/css	date:Tue,%2001%20May%202018%2007:11:23%20GMT	http://tilda.ws/project635029/tilda-blocks-2.12.css?t=1525158678	C:/My%20Web%20Sites/DES32/tilda.ws/project635029/tilda-blocks-2.129bc8.css	(from http://6513.tilda.ws/page2756076.html)
09:12:22	2305/2305	---MCZ	200	added ('OK')	text/css	etag:W/%225a7afe2c-901%22	http://static.tildacdn.com/css/tilda-animation-1.0.min.css	C:/My%20Web%20Sites/DES32/static.tildacdn.com/css/tilda-animation-1.0.min.css	(from http://6513.tilda.ws/page2756076.html)
09:12:23	54698/54698	---MCZ	200	added ('OK')	application/x-javascript	date:Tue,%2001%20May%202018%2007:11:23%20GMT	http://tilda.ws/project635029/tilda-blocks-2.7.js?t=1525158678	C:/My%20Web%20Sites/DES32/tilda.ws/project635029/tilda-blocks-2.79bc8.js	(from http://6513.tilda.ws/page2756076.html)
09:12:24	6873/6873	---MCZ	200	added ('OK')	application/javascript	etag:W/%2259fc4294-1ad9%22	http://static.tildacdn.com/js/lazyload-1.3.min.js	C:/My%20Web%20Sites/DES32/static.tildacdn.com/js/lazyload-1.3.min.js	(from http://6513.tilda.ws/page2756076.html)
09:12:24	31957/31957	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ad9f786-7cd5%22	http://static.tildacdn.com/js/tilda-scripts-2.8.min.js	C:/My%20Web%20Sites/DES32/static.tildacdn.com/js/tilda-scripts-2.8.min.js	(from http://6513.tilda.ws/page2756076.html)
09:12:25	13092/13092	---MCZ	200	added ('OK')	application/javascript	etag:W/%225adf5131-3324%22	http://static.tildacdn.com/js/tilda-animation-1.0.min.js	C:/My%20Web%20Sites/DES32/static.tildacdn.com/js/tilda-animation-1.0.min.js	(from http://6513.tilda.ws/page2756076.html)
09:12:25	6741/6741	---MCZ	200	added ('OK')	text/html	etag:W/%22b4b399-1a55-56b1fad7b148a%22	http://6513.tilda.ws/page2760005.html	C:/My%20Web%20Sites/DES32/6513.tilda.ws/page2760005.html	(from http://6513.tilda.ws/page2756076.html)
09:12:26	93064/93064	---MCZ	200	added ('OK')	application/javascript	etag:W/%2254df4694-16b88%22	http://static.tildacdn.com/js/jquery-1.10.2.min.js	C:/My%20Web%20Sites/DES32/static.tildacdn.com/js/jquery-1.10.2.min.js	(from http://6513.tilda.ws/page2756076.html)
09:12:26	6697/6697	---MCZ	200	added ('OK')	text/html	etag:W/%22b4b3a2-1a29-56b1fad7db84f%22	http://6513.tilda.ws/page2760063.html	C:/My%20Web%20Sites/DES32/6513.tilda.ws/page2760063.html	(from http://6513.tilda.ws/page2756076.html)
09:12:26	163531/163531	---M--	200	added ('OK')	image/jpeg	etag:%2236c0641886b393ad9e0ceffdba6372bf%22	https://static.tildacdn.com/tild6264-3637-4263-b234-383337316337/3ee.jpg	C:/My%20Web%20Sites/DES32/static.tildacdn.com/tild6264-3637-4263-b234-383337316337/3ee.jpg	(from http://6513.tilda.ws/page2756076.html)
